,Name,Total Bedroom,Total Bathroom,Apart Size,Max Capacity,Max Watt,Address,Swim Pool,Rating,Total Review,Furnish Type,Price
261,Central Jakarta Studio Apartment at Tamansari Sudirman By Travelio,Studio,1,23 sqm,Max. 2 Tamu,-1,"Jl. Bek Murad No.42, RT.9/RW.1, Karet, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,4.6,3,Full Furnished,"IDR
4,708,641
 / bulan"
262,2BR Bassura City Apartment with Nice Interior Design By Travelio,2,1,34 sqm,Max. 3 Tamu,2200 W,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,5,9,Full Furnished,"IDR
4,709,698
 / bulan"
263,Comfy 2BR Bassura City Apartment near Bassura Mall By Travelio,2,1,34 sqm,Max. 3 Guest(s),2200 W,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,5,3,Full Furnished,"IDR
4,709,698
 / bulan"
264,2BR Homey Apartment at Bassura City near Mall By Travelio,2,1,34 sqm,Max. 3 Tamu,2200 W,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,5,1,Full Furnished,"IDR
4,709,698
 / bulan"
265,Comfy 2BR with Modern Design Bintaro Park View Apartment By Travelio,2,1,38 sqm,Max. 3 Tamu,2200 W,"Jl. Bintaro Permai No.35-36, Pesanggrahan, Rt.5/Rw.3, Pesanggrahan, Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12320",1,5,1,Full Furnished,"IDR
4,714,594
 / bulan"
266,Simply Relaxing 2BR Bassura City Apartment By Travelio,2,1,34 sqm,Max. 3 Guest(s),2200 W,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,4.9,3,Full Furnished,"IDR
4,717,027
 / bulan"
267,City View 2BR Apartment Bassura City near Shopping Mall By Travelio,2,1,34 sqm,Max. 4 Tamu,2200 W,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,4.9,12,Full Furnished,"IDR
4,722,448
 / bulan"
268,Beautiful and Comfy 2BR at Bassura City Apartment By Travelio,2,1,34 sqm,Max. 4 Tamu,2200 W,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,4.8,6,Full Furnished,"IDR
4,722,448
 / bulan"
269,Modern Furnished Studio Apartment Near MT Haryono And Cawang By Travelio,Studio,1,37 sqm,Max. 2 Tamu,1300 W,"Jl. MT Haryono Kav 6-7, Cipinang Cempedak, Jatinegara, RT.12/RW.11, Jakarta Timur, 12770",1,4.8,22,Full Furnished,"IDR
4,722,599
 / bulan"
270,Warm and Cozy 1BR Puri Park View Apartment By Travelio,1,1,35 sqm,Max. 2 Tamu,-1,"Jl. Pesanggrahan No.33 10, RT.10/RW.5, 5, Meruya Utara, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11620",1,5,7,Full Furnished,"IDR
4,725,000
 / bulan"
271,Gorgeous 2BR at Bassura City Apartment By Travelio,2,1,34 sqm,Max. 3 Tamu,2200 W,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,5,2,Full Furnished,"IDR
4,735,198
 / bulan"
272,Bassura City 2BR Apartment with Minimalist Design near Shopping Mall By Travelio,2,1,34 sqm,Max. 3 Tamu,2200 W,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,5,4,Full Furnished,"IDR
4,735,198
 / bulan"
273,Comfy Bassura City 2BR Apartment with Easy Access to Shopping Mall By Travelio,2,1,34 sqm,Max. 3 Tamu,2300 W,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,New,-1,Full Furnished,"IDR
4,735,198
 / bulan"
274,Cozy Stay 2BR Bassura City Apartment By Travelio,2,1,34 sqm,Max. 3 Tamu,2200 W,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,New,-1,Full Furnished,"IDR
4,735,198
 / bulan"
275,Luxurious 2BR City View Bassura Apartment By Travelio,2,1,34 sqm,Max. 3 Tamu,2200 W,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,4.8,2,Full Furnished,"IDR
4,735,198
 / bulan"
276,Fully Furnished and Cozy Design 2BR Bassura City Apartment By Travelio,2,1,34 sqm,Max. 3 Tamu,1300 W,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,5,9,Full Furnished,"IDR
4,735,198
 / bulan"
277,Splendid 2BR at Bassura City Apartment By Travelio,2,1,34 sqm,Max. 3 Tamu,2200 W,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,5,1,Full Furnished,"IDR
4,735,198
 / bulan"
278,Posh 2BR Apartment at Bassura City near Shopping Mall By Travelio,2,1,34 sqm,Max. 4 Tamu,2200 W,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,5,5,Full Furnished,"IDR
4,747,948
 / bulan"
279,Relaxing 2BR at Menteng Square Apartment By Travelio,2,1,27 sqm,Max. 4 Guest(s),3500 W,"Jl. Pramuka Sari II No.28, RT.5/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10320",1,New,-1,Full Furnished,"IDR
4,759,624
 / bulan"
280,Compact and Comfy 2BR Bassura City Apartment By Travelio,2,1,34 sqm,Max. 4 Guest(s),2200 W,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,5,5,Full Furnished,"IDR
4,765,608
 / bulan"
281,Gorgeous and Cozy 2BR at Bassura City Apartment By Travelio,2,1,35 sqm,Max. 3 Tamu,2200 W,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,New,-1,Full Furnished,"IDR
4,766,138
 / bulan"
282,Comfortable 2BR at Menteng Square Apartment By Travelio,2,1,30 sqm,Max. 3 Tamu,1300 W,"Jl. Pramuka Sari II No.28, RT.5/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10320",1,New,-1,Full Furnished,"IDR
4,640,277
 / bulan"
283,Brand New Studio Apartment at H Residence By Travelio,Studio,1,37 sqm,Max. 2 Tamu,2200 W,"Jl. MT Haryono No.7, RT.12/RW.11, Cipinang Cempedak, Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13340",1,4.9,7,Full Furnished,"IDR
4,800,000
 / bulan"
284,Comfy and Simply 2BR at Bassura City Apartment near Mall By Travelio,2,1,28 sqm,Max. 4 Tamu,1300 W,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,5,3,Full Furnished,"IDR
4,800,000
 / bulan"
285,Simply Good for 2BR Gajah Mada Mediterania Apartment By Travelio,2,1,47 sqm,Max. 4 Tamu,3500 W,"Jl. Gajah Mada No.173, Keagungan, Tamansari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11130, Indonesia",1,5,9,Full Furnished,"IDR
4,800,000
 / bulan"
286,Modern Comfy 2BR at Pluit Sea View Apartment By Travelio,2,1,35 sqm,Max. 4 Guest(s),2200 W,"Perkantoran dan Pergudangan Muara Baru II Blok A8, Jalan Muara Baru Raya, RT. 005 / RW. 003, Penjaringan, RT.5/RW.3, Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14440",1,New,-1,Full Furnished,"IDR
4,800,000
 / bulan"
287,Comfy 2BR at Menteng Square Apartment By Travelio,2,1,30 sqm,Max. 4 Guest(s),2200 W,"Jl. Pramuka Sari II No.28, RT.5/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10320",1,New,-1,Full Furnished,"IDR
4,302,777
 / bulan"
288,Chic and Cozy Studio Apartment at T Plaza By Travelio,Studio,1,24 sqm,Max. 2 Tamu,-1,"Jl. Penjernihan 1, RT.10/RW.6, Bendungan Hilir, Tanah Abang, Kota Jakarta Pusat, Jakarta 10210",1,5,1,Full Furnished,"IDR
4,812,499
 / bulan"
289,Fully Furnished Studio Apartment Near MT Haryono And Halim By Travelio,Studio,1,37 sqm,Max. 3 Tamu,1300 W,"Jl. MT Haryono Kav.6-7, Cipinang Cempedak, Jatinegara, RT.12/RW.11, Cipinang Cempedak, Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 12770",1,4.7,17,Full Furnished,"IDR
4,849,999
 / bulan"
290,East Park Studio Apartment with Twin Beds By Travelio,Studio,1,21 sqm,Max. 2 Tamu,-1,"Jl. Dr. KRT Radjiman Widyodiningrat, Jatinegara, Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta",1,New,-1,Full Furnished,"IDR
2,429,999
 / bulan"
291,Homey 1BR at Signature Park Grande Apartment By Travelio,1,1,36 sqm,Max. 2 Tamu,2200 W,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,4.3,2,Full Furnished,"IDR
4,710,968
 / bulan"
292,Comfort 2BR at Bassura City Cipinang Apartment By Travelio,2,1,37 sqm,Max. 3 Guest(s),2200 W,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,4.7,7,Full Furnished,"IDR
4,864,360
 / bulan"
293,Best Choice 2BR Apartment at Menteng Square By Travelio,2,1,30 sqm,Max. 2 Tamu,2200 W,"Jl. Pramuka Sari II No.28, RT.5/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10320",1,5,2,Full Furnished,"IDR
4,873,333
 / bulan"
294,Comfort Studio Tamansari Sudirman Apartment By Travelio,Studio,1,28 sqm,Max. 2 Tamu,1300 W,"Jl. Bek Murad No.42, RT.9/RW.1, Karet, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,4.9,2,Full Furnished,"IDR
4,919,838
 / bulan"
295,1BR The 18th Residence Near Epicentrum By Travelio,1,1,41 sqm,Max. 2 Tamu,1300 W,"Jl. Taman Rasuna Tim., RT.16/RW.1, Menteng Atas, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12960",1,4.6,4,Full Furnished,"IDR
4,931,699
 / bulan"
296,Strategic 2BR Menteng Square Apartment By Travelio,2,1,34 sqm,Max. 4 Tamu,2200 W,"Jl. Pramuka Sari II No.28, RT.5/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10320",1,4.3,3,Full Furnished,"IDR
4,948,147
 / bulan"
297,Strategic 1BR at Signature Park Grande Apartment By Travelio,1,1,37 sqm,Max. 2 Tamu,1300 W,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,New,-1,Full Furnished,"IDR
4,464,532
 / bulan"
298,2BR Best Rate Kebayoran Icon Apartment near Gandaria City By Travelio,2,1,32 sqm,Max. 3 Tamu,2200 W,"Jl. Ciledug Raya No.37, RT.6/RW.1, Cipulir, Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12230",1,5,5,Full Furnished,"IDR
4,974,999
 / bulan"
299,1BR Apartment for 3 Pax at Signature Park Grande By Travelio,1,1,37 sqm,Max. 3 Tamu,2200 W,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,5,1,Full Furnished,"IDR
4,982,382
 / bulan"
300,Best Homey & Relax 1BR at Pakubuwono Terrace Apartment By Travelio,1,1,38 sqm,Max. 3 Tamu,2200 W,"Jl. Ciledug Raya No.99B, RT.12/RW.5, Cipulir, Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12230",1,New,-1,Full Furnished,"IDR
4,999,999
 / bulan"
301,2BR Ancol Marina Apartment near Dufan By Travelio,2,1,88 sqm,Max. 3 Tamu,7000 W,"Jl. Lodan Raya No.2, RT.8/RW.11, Ancol, Pademangan, Kota Jakarta Utara, Daerah Khusus Ibukota Jakarta 14430",1,5,8,Full Furnished,"IDR
4,999,999
 / bulan"
302,Compact 1BR with City View Puri Mansion Apartment By Travelio,1,1,37 sqm,Max. 2 Tamu,2200 W,"Jalan Lingkar Luar, RT.2/RW.1, Kembangan Selatan, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",1,New,-1,Full Furnished,"IDR
4,999,999
 / bulan"
303,Strategic 2BR Elpis Apartment near Mangga Dua and Ancol By Travelio,2,1,40 sqm,Max. 4 Tamu,1300 W,"Jalan Gunung Sahari XII No.12, RT.18/RW.3, Gn. Sahari Utara, Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10720",1,4.9,5,Full Furnished,"IDR
4,999,999
 / bulan"
304,Good View 2BR Bintaro Park View Apartment By Travelio,2,1,36 sqm,Max. 4 Tamu,2200 W,"Jl. Bintaro Permai No. 35-36, Pesanggrahan, Rt.5/Rw.3, Pesanggrahan, Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12320",1,5,2,Full Furnished,"IDR
5,000,000
 / bulan"
305,Homey and Relax Studio Apartment at Cervino Village Residence By Travelio,Studio,1,21 sqm,Max. 2 Tamu,1300 W,"Jl. KH. Abdullah Syafei Kav. 27, RT.17/RW.1, Tebet Barat, Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",1,New,-1,Full Furnished,"IDR
5,000,000
 / bulan"
306,Cozy Stay 2BR Menteng Square Apartment By Travelio,2,1,30 sqm,Max. 3 Tamu,2300 W,"Jl. Pramuka Sari II No.28, RT.5/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10320",1,5,1,Full Furnished,"IDR
5,000,000
 / bulan"
307,Elegant and Relaxing Studio Apartment H Residence By Travelio,Studio,1,37 sqm,Max. 2 Tamu,1300 W,"Jl. MT Haryono No.7, RT.12/RW.11, Cipinang Cempedak, Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13340",1,5,5,Full Furnished,"IDR
5,000,000
 / bulan"
308,Comfortable 1 BR The Mansion Kemayoran Tower Gloria By Travelio,1,1,33 sqm,Max. 2 Guest(s),5500 W,"Jl. Trembesi Blok D Bandar Baru Kompleks Kemayoran, Jakarta 14410.",1,4.5,2,Full Furnished,"IDR
5,000,000
 / bulan"
309,Comfy and Relax 2BR at Green Bay Pluit Apartment By Travelio,2,1,42 sqm,Max. 4 Tamu,2200 W,"Jl. Pluit Karang Ayu Barat No.B1, RT.20/RW.2, Pluit, Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14450",1,3.8,1,Full Furnished,"IDR
5,000,000
 / bulan"
310,Homey and Compact 2BR Gading Greenhill Apartment By Travelio,2,1,48 sqm,Max. 3 Tamu,2200 W,"Jl. Pegangsaan Dua No.97, RT.10/RW.3, Pegangsaan Dua, Klp. Gading, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14250",1,New,-1,Full Furnished,"IDR
5,000,000
 / bulan"
311,Best and Strategic Studio at Tamansari The Hive Apartment By Travelio,Studio,1,31 sqm,Max. 2 Tamu,1300 W,"Jl. DI. Panjaitan No.Kav. 3-4 RT.7/RW.11, Cipinang Cempedak, Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13340",1,New,-1,Full Furnished,"IDR
5,000,000
 / bulan"
312,Strategic Studio Apartment at Capitol Park Residence By Travelio,Studio,1,23 sqm,Max. 2 Tamu,2200 W,"Jalan Salemba Raya 16 3 6, RT.3/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430",1,5,5,Full Furnished,"IDR
5,025,950
 / bulan"
313,2BR Cozy at Green Bay Apartment Baywalk By Travelio,2,1,60 sqm,Max. 3 Tamu,3500 W,"Jalan Pluit Karang Ayu B1 Utara, Pluit, Penjaringan, RT.20/RW.2, Pluit, Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14450",1,4.5,14,Full Furnished,"IDR
5,047,765
 / bulan"
314,Close to Pool Studio Apartment Sky Terrace at Daan Mogot Baru By Travelio,Studio,1,28 sqm,Max. 2 Guest(s),1600 W,"Jalan Kintamani Raya No.2, RT.8/RW.12, Kalideres, Kota Jakarta Barat, 11840",1,4.8,14,Full Furnished,"IDR
5,049,179
 / bulan"
315,Comfy Studio at Capitol Park Apartment By Travelio,Studio,1,23 sqm,Max. 2 Guest(s),2200 W,"Jalan Salemba Raya 16 3 6, RT.3/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430",1,4.9,3,Full Furnished,"IDR
5,049,999
 / bulan"
316,Best Price Studio at Tamansari The Hive Apartment By Travelio,Studio,1,27 sqm,Max. 2 Tamu,2200 W,"Jl. DI. Panjaitan No.Kav. 3-4 RT.7/RW.11, Cipinang Cempedak, Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13340",1,5,2,Full Furnished,"IDR
4,553,999
 / bulan"
317,Simply Spacious Studio Room at City Home Apartment near Kelapa Gading By Travelio,Studio,1,35 sqm,Max. 2 Tamu,-1,"Jalan Raya Boulevard Barat, RT. 18 / RW. 8, Kelapa Gading Barat, Jakarta Utara, Daerah Khusus Ibukota Jakarta 14240",-1,4.9,12,Full Furnished,"IDR
5,068,749
 / bulan"
318,Cozy and Strategic Studio at Tamansari Semanggi Apartment By Travelio,Studio,1,26 sqm,Max. 2 Tamu,2200 W,"Jl. Akri No.134, RT.8/RW.2, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",1,New,-1,Full Furnished,"IDR
4,574,999
 / bulan"
319,Exclusive Studio Tamansari The Hive Apartment in Strategic Location By Travelio,Studio,1,27 sqm,Max. 2 Tamu,2200 W,"Jl. DI. Panjaitan No.Kav. 3-4 RT.7/RW.11, Cipinang Cempedak, Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13340",1,New,-1,Full Furnished,"IDR
4,580,999
 / bulan"
320,Central Jakarta Studio at Capitol Park Apartment By Travelio,Studio,1,23 sqm,Max. 2 Guest(s),2200 W,"Jl. Salemba Raya No.16, RT.3/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430",1,4.7,12,Full Furnished,"IDR
5,090,000
 / bulan"
321,Best and Strategic Studio at GP Plaza Apartment By Travelio,Studio,1,29 sqm,Max. 2 Tamu,2200 W,"Jalan Gelora II No.1, RT.1/RW.1, Gelora, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270",1,4.9,6,Full Furnished,"IDR
4,941,809
 / bulan"
322,Spacious 1BR Apartment at Green Bay Pluit By Travelio,1,1,49 sqm,Max. 3 Tamu,-1,"Jalan Pluit Karang Ayu B1 Utara, Pluit, Penjaringan, RT.20/RW.2, Pluit, Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14450",1,4.8,2,Full Furnished,"IDR
5,100,000
 / bulan"
323,Comfy 1BR at The Mansion Kemayoran Apartment By Travelio,1,1,29 sqm,Max. 2 Tamu,5500 W,"Jl. Trembesi Blok. D4, Bandar Baru Kemayoran,Pademangan Tim., Pademangan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14410",1,5,1,Full Furnished,"IDR
5,100,000
 / bulan"
324,Simply Homey Studio Room at GP Plaza Apartment By Travelio,Studio,1,29 sqm,,-1,,1,4.7,,Full Furnished,"IDR
5,113,124
 / bulan"
325,Gorgeous and Strategic Studio Apartment at Capitol Park Residence By Travelio,Studio,1,23 sqm,Max. 2 Tamu,1300 W,"Jalan Salemba Raya 16 3 6, RT.3/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430",1,New,-1,Full Furnished,"IDR
5,114,085
 / bulan"
326,Strategic and Cozy Studio Apartment at Capitol Park Residence By Travelio,Studio,1,23 sqm,Max. 2 Tamu,1200 W,"Jalan Salemba Raya 16 3 6, RT.3/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430",1,New,-1,Full Furnished,"IDR
4,626,469
 / bulan"
327,Exquisite Studio Room Capitol Park Residence By Travelio,Studio,1,23 sqm,,,,1,4.7,,Full Furnished,"IDR
5,139,219
 / bulan"
328,Best Price 3BR Greenbay Apartment beside Baywalk By Travelio,3,1,49 sqm,Max. 5 Tamu,-1,"Jalan Pluit Karang Ayu B1 Utara, Pluit, Penjaringan, RT.20/RW.2, Pluit, Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14450",1,4.7,9,Full Furnished,"IDR
5,144,999
 / bulan"
329,Fully Furnished with Cozy Studio GP Plaza Apartment By Travelio,Studio,1,29 sqm,Max. 2 Guest(s),1300 W,"Jalan Gelora II No.1, RT.1/RW.1, Gelora, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270",1,New,-1,Full Furnished,"IDR
5,155,352
 / bulan"
330,Cozy and Stylish 1BR Apartment Royal Mediterania Garden By Travelio,1,1,33 sqm,Max. 2 Tamu,2200 W,"Jalan Letjend. S. Parman Kav. 28, Tanjung Duren Selatan, Grogol Petamburan, RT.9/RW.5, RT.3/RW.5, Jakarta Barat, 11470",1,New,-1,Full Furnished,"IDR
5,084,999
 / bulan"
331,Strategic Location 1BR Apartment @ Puri Mansion near Puri By Travelio,1,1,37 sqm,,,,1,4.9,,Full Furnished,"IDR
5,241,899
 / bulan"
332,Modern 2BR Apartment @Seasons City By Travelio,2,1,42 sqm,Max. 3 Tamu,-1,"Jl. Prof. Dr. Latumenten No.33, Jembatan Besi, Tambora, RT.13/RW.1, Jemb. Besi, Tambora, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11320",1,4.5,6,Full Furnished,"IDR
5,241,899
 / bulan"
333,Newly Furnished 2BR at Elpis Apartment By Travelio,2,1,40 sqm,Max. 4 Tamu,2200 W,"Jalan Gunung Sahari XII No.12, RT.18/RW.3, Gn. Sahari Utara, Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10720",1,4.8,3,Full Furnished,"IDR
5,249,999
 / bulan"
334,Homey & Vintage 2BR @ Sudirman Park Apartment By Travelio,2,1,54 sqm,Max. 3 Tamu,3500 W,"Jalan K.H. Mas Mansyur Kav.35, RT.12/RW.11, Karet Tengsin, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250",1,4.7,5,Full Furnished,"IDR
4,250,087
 / bulan"
335,Stunning 2BR at Green Central City Apartment By Travelio,2,1,64 sqm,,,,1,5,,Full Furnished,"IDR
5,255,554
 / bulan"
336,1BR at Puri Mansion Apartment near Puri Indah Mall By Travelio,1,1,37 sqm,Max. 2 Tamu,2200 W,"Jalan Lingkar Luar, RT.2/RW.1, Kembangan Selatan, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",1,5,1,Full Furnished,"IDR
4,272,199
 / bulan"
337,Cozy with Modern Design Studio Apartment at Tamansari The Hive By Travelio,Studio,1,31 sqm,,,,1,New,-1,Full Furnished,"IDR
5,274,291
 / bulan"
338,2 BR Apartment Palazzo/Grand Palace Kemayoran By Travelio,2,2,70 sqm,Max. 5 Tamu,3500 W,"Jl. H. Benyamin Suaeb Blok A5, Kebon Kosong, Kemayoran, RT.13/RW.6, Kb. Kosong, Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630",1,4.7,12,Full Furnished,"IDR
5,281,957
 / bulan"
339,Cozy Studio Tamansari The Hive Apartment By Travelio,Studio,1,33 sqm,Max. 2 Tamu,2200 W,"Jl. DI. Panjaitan No.Kav. 3-4 RT.7/RW.11, Cipinang Cempedak Jatinegara East Jakarta City, Jakarta 13340",1,4.7,3,Full Furnished,"IDR
5,301,637
 / bulan"
340,2BR Bassura City Apartment Connect to Swimming Pool By Travelio,2,1,34 sqm,Max. 3 Tamu,2200 W,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,4.5,12,Full Furnished,"IDR
5,324,999
 / bulan"
341,Spacious Studio The Lavande Residence Apartment near Kota Kasablanka By Travelio,Studio,1,29 sqm,Max. 2 Tamu,2200 W,"Jalan Professor Doktor Soepomo No.231, RT.7/RW.1, Menteng Dalam, Tebet, RT.7/RW.1, Menteng Dalam, Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870",1,5,4,Full Furnished,"IDR
5,332,378
 / bulan"
342,Relax Studio Apartment at Capitol Park Residence By Travelio,Studio,1,28 sqm,Max. 2 Tamu,2200 W,"Jalan Salemba Raya 16 3 6, RT.3/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430",1,4.8,4,Full Furnished,"IDR
5,334,336
 / bulan"
343,Best Price Studio Apartment at Lexington Residence By Travelio,Studio,1,31 sqm,Max. 2 Tamu,1300 W,"Jl. Deplu Raya, RT.3/RW.3, Bintaro, Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12330",1,4.6,6,Full Furnished,"IDR
5,337,499
 / bulan"
344,Wonderful 2BR at MOI Kelapa Gading Apartment By Travelio,2,1,35 sqm,Max. 3 Tamu,3500 W,"Jalan Raya Boulevard Barat, RT. 18 / RW. 8, Kelapa Gading Barat, Jakarta Utara, Daerah Khusus Ibukota Jakarta 14240",-1,4.6,2,Full Furnished,"IDR
5,187,499
 / bulan"
345,Strategic and Cozy 2BR Bassura City Apartment By Travelio,2,1,34 sqm,Max. 3 Guest(s),2200 W,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,4.9,7,Full Furnished,"IDR
5,362,499
 / bulan"
